author,post date,post time,text,Non-Independent Usage Rate,POS Bigrams,Particle Bigrams,Punctuation Preceding Tokens,Dependency Path Patterns,Unique Dependencies,Max Dependency Depth,Avg Dependency Depth,Forward Dependencies,Backward Dependencies,sentence_length,subj_verb_order_ratio,obj_verb_order_ratio,adj_noun_order_ratio
安倍晋三,2022/07/03,16:12:00,県議として5期、いじめ防止推進条例等数々の実績を積み重ね国政に挑戦。,0.285714286,"Counter({'NOUN_NOUN': 5, 'NOUN_ADP': 4, 'NOUN_PUNCT': 2, 'ADP_NOUN': 2, 'ADP_AUX': 1, 'AUX_SCONJ': 1, 'SCONJ_NUM': 1, 'NUM_NOUN': 1, 'PUNCT_NOUN': 1, 'ADP_VERB': 1, 'VERB_NOUN': 1})",Counter(),"Counter({'期': 1, '挑戦': 1})","Counter({'nmod (挑戦 -> 県議)': 1, 'case (県議 -> と)': 1, 'fixed (と -> し)': 1, 'fixed (と -> て)': 1, 'nummod (期 -> 5)': 1, 'obl (積み重ね -> 期)': 1, 'punct (期 -> 、)': 1, 'compound (等 -> いじめ)': 1, 'compound (等 -> 防止)': 1, 'compound (等 -> 推進)': 1, 'compound (等 -> 条例)': 1, 'nmod (実績 -> 等)': 1, 'nmod (実績 -> 数々)': 1, 'case (数々 -> の)': 1, 'obj (積み重ね -> 実績)': 1, 'case (実績 -> を)': 1, 'acl (挑戦 -> 積み重ね)': 1, 'obl (挑戦 -> 国政)': 1, 'case (国政 -> に)': 1, 'ROOT (挑戦 -> 挑戦)': 1, 'punct (挑戦 -> 。)': 1})",10,4,2.523809524,12,7,21,0,0.047619048,0
安倍晋三,2022/07/03,16:12:00,うすい正一に一票を❗️,0.285714286,"Counter({'ADJ_PROPN': 1, 'PROPN_ADP': 1, 'ADP_NUM': 1, 'NUM_NOUN': 1, 'NOUN_ADP': 1, 'ADP_SYM': 1})",Counter(),Counter(),"Counter({'acl (正一 -> うすい)': 1, 'obl (票 -> 正一)': 1, 'case (正一 -> に)': 1, 'nummod (票 -> 一)': 1, 'ROOT (票 -> 票)': 1, 'case (票 -> を)': 1, 'dep (票 -> ❗️)': 1})",6,2,1.142857143,3,4,7,0,0,0
安倍晋三,2022/07/03,16:12:00,宜しくお願いします。,0.333333333,"Counter({'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",5,1,0.833333333,2,3,6,0,0,0
安倍晋三,2022/07/02,16:34:00,炎熱の東京から曇天の北海道へ。,0.444444444,"Counter({'NOUN_ADP': 2, 'ADP_PROPN': 2, 'PROPN_ADP': 2, 'ADP_NOUN': 1, 'ADP_PUNCT': 1})",Counter(),Counter({'へ': 1}),"Counter({'nmod (東京 -> 炎熱)': 1, 'case (炎熱 -> の)': 1, 'nmod (北海道 -> 東京)': 1, 'case (東京 -> から)': 1, 'nmod (北海道 -> 曇天)': 1, 'case (曇天 -> の)': 1, 'ROOT (北海道 -> 北海道)': 1, 'case (北海道 -> へ)': 1, 'punct (北海道 -> 。)': 1})",4,3,1.444444444,3,5,9,0,0,0
安倍晋三,2022/07/02,16:34:00,やっぱり涼しい。,0,"Counter({'ADV_ADJ': 1, 'ADJ_PUNCT': 1})",Counter(),Counter({'涼しい': 1}),"Counter({'advmod (涼しい -> やっぱり)': 1, 'ROOT (涼しい -> 涼しい)': 1, 'punct (涼しい -> 。)': 1})",3,1,0.666666667,1,1,3,0,0,0
安倍晋三,2022/07/02,16:34:00,伊達市と室蘭市に長谷川岳候補の応援に行ってきました。,0.4375,"Counter({'PROPN_ADP': 2, 'ADP_PROPN': 2, 'NOUN_ADP': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_NOUN': 1, 'ADP_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'た': 1}),"Counter({'nmod (室蘭市 -> 伊達市)': 1, 'case (伊達市 -> と)': 1, 'obl (行っ -> 室蘭市)': 1, 'case (室蘭市 -> に)': 1, 'compound (候補 -> 長谷川)': 1, 'compound (候補 -> 岳)': 1, 'nmod (応援 -> 候補)': 1, 'case (候補 -> の)': 1, 'obl (行っ -> 応援)': 1, 'case (応援 -> に)': 1, 'advcl (き -> 行っ)': 1, 'mark (行っ -> て)': 1, 'ROOT (き -> き)': 1, 'aux (き -> まし)': 1, 'aux (き -> た)': 1, 'punct (き -> 。)': 1})",9,4,2.375,7,8,16,0,0,0
安倍晋三,2022/07/02,16:34:00,よさこいソーラン祭りの創始者長谷川さん。,0.125,"Counter({'NOUN_NOUN': 2, 'NOUN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'さん': 1}),"Counter({'compound (祭り -> よさこい)': 1, 'compound (祭り -> ソーラン)': 1, 'nmod (さん -> 祭り)': 1, 'case (祭り -> の)': 1, 'compound (さん -> 創始者)': 1, 'compound (さん -> 長谷川)': 1, 'ROOT (さん -> さん)': 1, 'punct (さん -> 。)': 1})",5,2,1.25,5,2,8,0,0,0
安倍晋三,2022/07/02,16:34:00,彼の創造力と発信力が今こそ必要です。,0.454545455,"Counter({'ADP_NOUN': 2, 'NOUN_ADP': 2, 'PRON_ADP': 1, 'ADP_ADV': 1, 'ADV_ADP': 1, 'ADP_ADJ': 1, 'ADJ_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'です': 1}),"Counter({'nmod (創造力 -> 彼)': 1, 'case (彼 -> の)': 1, 'nmod (発信力 -> 創造力)': 1, 'case (創造力 -> と)': 1, 'nsubj (必要 -> 発信力)': 1, 'case (発信力 -> が)': 1, 'advmod (必要 -> 今)': 1, 'case (今 -> こそ)': 1, 'ROOT (必要 -> 必要)': 1, 'aux (必要 -> です)': 1, 'punct (必要 -> 。)': 1})",7,4,1.818181818,4,6,11,0,0,0
安倍晋三,2022/07/02,16:34:00,長谷川岳に力を❗️,0.333333333,"Counter({'PROPN_PROPN': 1, 'PROPN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_ADP': 1, 'ADP_SYM': 1})",Counter(),Counter(),"Counter({'compound (岳 -> 長谷川)': 1, 'obl (力 -> 岳)': 1, 'case (岳 -> に)': 1, 'ROOT (力 -> 力)': 1, 'case (力 -> を)': 1, 'dep (力 -> ❗️)': 1})",5,2,1.166666667,2,4,6,0,0,0
安倍晋三,2022/07/02,16:34:00,宜しくお願いします。,0.333333333,"Counter({'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",5,1,0.833333333,2,3,6,0,0,0
安倍晋三,2022/07/02,11:49:00,猛暑の立川でウトタカシ候補の応援演説。,0.3,"Counter({'NOUN_ADP': 2, 'ADP_PROPN': 2, 'PROPN_ADP': 1, 'PROPN_NOUN': 1, 'ADP_NOUN': 1, 'NOUN_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'演説': 1}),"Counter({'nmod (立川 -> 猛暑)': 1, 'case (猛暑 -> の)': 1, 'nmod (演説 -> 立川)': 1, 'case (立川 -> で)': 1, 'compound (候補 -> ウトタカシ)': 1, 'nmod (演説 -> 候補)': 1, 'case (候補 -> の)': 1, 'compound (演説 -> 応援)': 1, 'ROOT (演説 -> 演説)': 1, 'punct (演説 -> 。)': 1})",5,3,1.5,5,4,10,0,0,0
安倍晋三,2022/07/02,11:49:00,元自衛官宇都さんの演説凄かった。,0.222222222,"Counter({'NOUN_NOUN': 1, 'NOUN_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_ADP': 1, 'ADP_NOUN': 1, 'NOUN_ADJ': 1, 'ADJ_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'た': 1}),"Counter({'compound (自衛官 -> 元)': 1, 'compound (さん -> 自衛官)': 1, 'compound (さん -> 宇都)': 1, 'nmod (演説 -> さん)': 1, 'case (さん -> の)': 1, 'obl (凄かっ -> 演説)': 1, 'ROOT (凄かっ -> 凄かっ)': 1, 'aux (凄かっ -> た)': 1, 'punct (凄かっ -> 。)': 1})",7,4,2,5,3,9,0,0,0
安倍晋三,2022/07/02,11:49:00,これから北海道に向かいます。,0.428571429,"Counter({'PRON_ADP': 1, 'ADP_PROPN': 1, 'PROPN_ADP': 1, 'ADP_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'obl (向かい -> これ)': 1, 'case (これ -> から)': 1, 'obl (向かい -> 北海道)': 1, 'case (北海道 -> に)': 1, 'ROOT (向かい -> 向かい)': 1, 'aux (向かい -> ます)': 1, 'punct (向かい -> 。)': 1})",5,2,1.142857143,2,4,7,0,0,0
安倍晋三,2022/07/02,11:49:00,伊達市は23度💦。,0.166666667,"Counter({'PROPN_ADP': 1, 'ADP_NUM': 1, 'NUM_NOUN': 1, 'NOUN_SYM': 1, 'SYM_PUNCT': 1})",Counter(),Counter({'💦': 1}),"Counter({'nsubj (度 -> 伊達市)': 1, 'case (伊達市 -> は)': 1, 'nummod (度 -> 23)': 1, 'ROOT (度 -> 度)': 1, 'dep (度 -> 💦)': 1, 'punct (度 -> 。)': 1})",6,2,1,2,3,6,0,0,0
安倍晋三,2022/07/02,11:49:00,涼しそう。,0.333333333,"Counter({'ADJ_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'そう': 1}),"Counter({'ROOT (涼し -> 涼し)': 1, 'aux (涼し -> そう)': 1, 'punct (涼し -> 。)': 1})",3,1,0.666666667,0,2,3,0,0,0
安倍晋三,2022/06/30,18:11:00,山本順三候補の応援に大分から愛媛へ。,0.363636364,"Counter({'NOUN_ADP': 3, 'ADP_NOUN': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_PROPN': 1, 'PROPN_ADP': 1, 'ADP_PUNCT': 1})",Counter(),Counter({'へ': 1}),"Counter({'compound (候補 -> 山本)': 1, 'compound (候補 -> 順三)': 1, 'nmod (応援 -> 候補)': 1, 'case (候補 -> の)': 1, 'obl (愛媛 -> 応援)': 1, 'case (応援 -> に)': 1, 'nmod (愛媛 -> 大分)': 1, 'case (大分 -> から)': 1, 'ROOT (愛媛 -> 愛媛)': 1, 'case (愛媛 -> へ)': 1, 'punct (愛媛 -> 。)': 1})",6,3,1.727272727,5,5,11,0,0,0
安倍晋三,2022/06/30,18:11:00,新居浜市と西条市で街頭演説でしたが暑さが半端ないなか最後まで聞いて頂いた皆さん有難うございました。,0.444444444,"Counter({'NOUN_NOUN': 3, 'AUX_AUX': 3, 'PROPN_ADP': 2, 'ADP_NOUN': 2, 'ADP_PROPN': 1, 'NOUN_AUX': 1, 'AUX_SCONJ': 1, 'SCONJ_ADJ': 1, 'ADJ_ADP': 1, 'NOUN_ADJ': 1, 'ADJ_NOUN': 1, 'NOUN_ADP': 1, 'ADP_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_AUX': 1, 'AUX_NOUN': 1, 'NOUN_INTJ': 1, 'INTJ_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'た': 1}),"Counter({'nmod (西条市 -> 新居浜市)': 1, 'case (新居浜市 -> と)': 1, 'nmod (演説 -> 西条市)': 1, 'case (西条市 -> で)': 1, 'compound (演説 -> 街頭)': 1, 'advcl (ござい -> 演説)': 1, 'cop (演説 -> でし)': 1, 'aux (演説 -> た)': 1, 'mark (演説 -> が)': 1, 'nsubj (ない -> 暑さ)': 1, 'case (暑さ -> が)': 1, 'advcl (ない -> 半端)': 1, 'acl (なか -> ない)': 1, 'obl (ござい -> なか)': 1, 'obl (聞い -> 最後)': 1, 'case (最後 -> まで)': 1, 'acl (さん -> 聞い)': 1, 'mark (聞い -> て)': 1, 'fixed (て -> 頂い)': 1, 'aux (聞い -> た)': 1, 'compound (さん -> 皆)': 1, 'obl (ござい -> さん)': 1, 'discourse (ござい -> 有難う)': 1, 'ROOT (ござい -> ござい)': 1, 'aux (ござい -> まし)': 1, 'aux (ござい -> た)': 1, 'punct (ござい -> 。)': 1})",14,4,2.222222222,13,13,27,0,0,0.037037037
安倍晋三,2022/06/30,18:11:00,山本さんは私と同い年の予算委員長。,0.3,"Counter({'NOUN_ADP': 2, 'ADP_NOUN': 2, 'PROPN_NOUN': 1, 'ADP_PRON': 1, 'PRON_ADP': 1, 'NOUN_NOUN': 1, 'NOUN_PUNCT': 1})",Counter(),Counter({'委員長': 1}),"Counter({'compound (さん -> 山本)': 1, 'nsubj (委員長 -> さん)': 1, 'case (さん -> は)': 1, 'nmod (同い年 -> 私)': 1, 'case (私 -> と)': 1, 'nmod (委員長 -> 同い年)': 1, 'case (同い年 -> の)': 1, 'compound (委員長 -> 予算)': 1, 'ROOT (委員長 -> 委員長)': 1, 'punct (委員長 -> 。)': 1})",6,3,1.5,5,4,10,0,0,0
安倍晋三,2022/06/30,18:11:00,宜しくお願いします。,0.333333333,"Counter({'ADV_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'ます': 1}),"Counter({'advmod (願い -> 宜しく)': 1, 'compound (願い -> お)': 1, 'ROOT (願い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> ます)': 1, 'punct (願い -> 。)': 1})",5,1,0.833333333,2,3,6,0,0,0
岸田文雄,2025/04/17,20:23:00,"本日「能登半島地震を踏まえた""被災者目線""での震災対応を実現する議員の会」を発足しました。",0.407407407,"Counter({'ADP_VERB': 3, 'VERB_AUX': 3, 'AUX_PUNCT': 2, 'NOUN_NOUN': 2, 'NOUN_PUNCT': 2, 'PUNCT_ADP': 2, 'ADP_NOUN': 2, 'NOUN_ADP': 2, 'AUX_AUX': 2, 'ADV_PUNCT': 1, 'PUNCT_PROPN': 1, 'PROPN_ADP': 1, 'PUNCT_NOUN': 1, 'ADP_ADP': 1, 'AUX_NOUN': 1})",Counter({'で_の': 1}),Counter({'た': 1}),"Counter({'punct (目線 -> "")': 2, 'advmod (発足 -> 本日)': 1, 'punct (能登半島地震 -> 「)': 1, 'obj (踏まえ -> 能登半島地震)': 1, 'case (能登半島地震 -> を)': 1, 'acl (会 -> 踏まえ)': 1, 'aux (踏まえ -> た)': 1, 'compound (目線 -> 被災者)': 1, 'nmod (対応 -> 目線)': 1, 'case (目線 -> で)': 1, 'case (目線 -> の)': 1, 'compound (対応 -> 震災)': 1, 'obj (実現 -> 対応)': 1, 'case (対応 -> を)': 1, 'acl (議員 -> 実現)': 1, 'aux (実現 -> する)': 1, 'nmod (会 -> 議員)': 1, 'case (議員 -> の)': 1, 'obj (発足 -> 会)': 1, 'punct (会 -> 」)': 1, 'case (会 -> を)': 1, 'ROOT (発足 -> 発足)': 1, 'aux (発足 -> し)': 1, 'aux (発足 -> まし)': 1, 'aux (発足 -> た)': 1, 'punct (発足 -> 。)': 1})",9,6,3.222222222,10,12,27,0,0.111111111,0
岸田文雄,2025/04/17,20:23:00,能登震災を決して忘れることなく関心を持ち続けることこそが大切であり、次あるかもしれない震災に備えるためにも、継続して取り組んでいかなければなりません。,0.441860465,"Counter({'NOUN_ADP': 4, 'VERB_AUX': 4, 'ADP_VERB': 3, 'SCONJ_VERB': 3, 'VERB_NOUN': 2, 'VERB_SCONJ': 2, 'AUX_SCONJ': 2, 'PROPN_NOUN': 1, 'ADP_ADV': 1, 'ADV_VERB': 1, 'NOUN_ADJ': 1, 'ADJ_NOUN': 1, 'VERB_VERB': 1, 'ADP_ADP': 1, 'ADP_ADJ': 1, 'ADJ_AUX': 1, 'AUX_VERB': 1, 'VERB_PUNCT': 1, 'PUNCT_NOUN': 1, 'NOUN_VERB': 1, 'VERB_PART': 1, 'PART_ADP': 1, 'AUX_NOUN': 1, 'SCONJ_SCONJ': 1, 'SCONJ_ADP': 1, 'ADP_PUNCT': 1, 'PUNCT_VERB': 1, 'AUX_AUX': 1, 'AUX_PUNCT': 1})",Counter({'こそ_が': 1}),"Counter({'ある': 1, 'も': 1, 'ぬ': 1})","Counter({'compound (震災 -> 能登)': 1, 'obj (忘れる -> 震災)': 1, 'case (震災 -> を)': 1, 'advmod (忘れる -> 決して)': 1, 'acl (こと -> 忘れる)': 1, 'obl (なく -> こと)': 1, 'advcl (持ち -> なく)': 1, 'obj (持ち -> 関心)': 1, 'case (関心 -> を)': 1, 'acl (こと -> 持ち)': 1, 'advcl (持ち -> 続ける)': 1, 'obl (大切 -> こと)': 1, 'case (こと -> こそ)': 1, 'case (こと -> が)': 1, 'advcl (なり -> 大切)': 1, 'aux (大切 -> で)': 1, 'fixed (で -> あり)': 1, 'punct (大切 -> 、)': 1, 'obl (ある -> 次)': 1, 'acl (震災 -> ある)': 1, 'mark (ある -> か)': 1, 'fixed (か -> も)': 1, 'fixed (か -> しれ)': 1, 'fixed (か -> ない)': 1, 'obl (備える -> 震災)': 1, 'case (震災 -> に)': 1, 'advcl (取り組ん -> 備える)': 1, 'mark (備える -> ため)': 1, 'fixed (ため -> に)': 1, 'case (備える -> も)': 1, 'punct (備える -> 、)': 1, 'advcl (取り組ん -> 継続)': 1, 'aux (継続 -> し)': 1, 'mark (継続 -> て)': 1, 'advcl (なり -> 取り組ん)': 1, 'mark (取り組ん -> で)': 1, 'fixed (で -> いか)': 1, 'aux (取り組ん -> なけれ)': 1, 'mark (取り組ん -> ば)': 1, 'ROOT (なり -> なり)': 1, 'aux (なり -> ませ)': 1, 'aux (なり -> ん)': 1, 'punct (なり -> 。)': 1})",12,8,3.534883721,16,24,43,0,0.046511628,0
岸田文雄,2025/04/17,20:23:00,次への備えをさらに進めてまいります。,0.454545455,"Counter({'NOUN_ADP': 2, 'ADP_ADP': 1, 'ADP_NOUN': 1, 'ADP_ADV': 1, 'ADV_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter({'へ_の': 1}),Counter({'ます': 1}),"Counter({'nmod (備え -> 次)': 1, 'case (次 -> へ)': 1, 'case (次 -> の)': 1, 'obj (進め -> 備え)': 1, 'case (備え -> を)': 1, 'advmod (進め -> さらに)': 1, 'ROOT (進め -> 進め)': 1, 'mark (進め -> て)': 1, 'fixed (て -> まいり)': 1, 'aux (進め -> ます)': 1, 'punct (進め -> 。)': 1})",9,3,1.545454545,3,7,11,0,0.090909091,0
岸田文雄,2025/04/09,10:24:00,昨日「日仏友好議員連盟」が開催され、甘利明会長より引き継ぎを受けて新会長に就任しました。,0.37037037,"Counter({'NOUN_NOUN': 3, 'ADP_VERB': 3, 'AUX_AUX': 3, 'NOUN_ADP': 3, 'VERB_AUX': 2, 'AUX_PUNCT': 2, 'ADV_PUNCT': 1, 'PUNCT_NOUN': 1, 'NOUN_PUNCT': 1, 'PUNCT_ADP': 1, 'PUNCT_PROPN': 1, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_NOUN': 1})",Counter(),"Counter({'れる': 1, 'た': 1})","Counter({'advmod (開催 -> 昨日)': 1, 'punct (議員連盟 -> 「)': 1, 'compound (議員連盟 -> 日仏)': 1, 'compound (議員連盟 -> 友好)': 1, 'nsubj (開催 -> 議員連盟)': 1, 'punct (議員連盟 -> 」)': 1, 'case (議員連盟 -> が)': 1, 'advcl (就任 -> 開催)': 1, 'aux (開催 -> さ)': 1, 'aux (開催 -> れ)': 1, 'punct (開催 -> 、)': 1, 'compound (会長 -> 甘利)': 1, 'compound (会長 -> 明)': 1, 'obl (受け -> 会長)': 1, 'case (会長 -> より)': 1, 'obj (受け -> 引き継ぎ)': 1, 'case (引き継ぎ -> を)': 1, 'advcl (就任 -> 受け)': 1, 'mark (受け -> て)': 1, 'compound (会長 -> 新)': 1, 'obl (就任 -> 会長)': 1, 'case (会長 -> に)': 1, 'ROOT (就任 -> 就任)': 1, 'aux (就任 -> し)': 1, 'aux (就任 -> まし)': 1, 'aux (就任 -> た)': 1, 'punct (就任 -> 。)': 1})",11,3,2,12,11,27,0.037037037,0.037037037,0
岸田文雄,2025/04/09,10:24:00,フランスとは自由や民主主義など基本的価値感を共有し、3年後に国交樹立170年という節目を迎えるなど、日本にとって大切な国です。,0.368421053,"Counter({'NOUN_ADP': 6, 'ADP_NOUN': 4, 'NOUN_NOUN': 4, 'ADP_VERB': 4, 'PROPN_ADP': 2, 'AUX_PUNCT': 2, 'NUM_NOUN': 2, 'ADP_ADP': 1, 'VERB_AUX': 1, 'PUNCT_NUM': 1, 'NOUN_NUM': 1, 'VERB_NOUN': 1, 'VERB_PART': 1, 'PART_PUNCT': 1, 'PUNCT_PROPN': 1, 'VERB_SCONJ': 1, 'SCONJ_ADJ': 1, 'ADJ_AUX': 1, 'AUX_NOUN': 1, 'NOUN_AUX': 1})",Counter({'と_は': 1}),"Counter({'する': 1, 'など': 1, 'です': 1})","Counter({'obl (共有 -> フランス)': 1, 'case (フランス -> と)': 1, 'case (フランス -> は)': 1, 'nmod (民主主義 -> 自由)': 1, 'case (自由 -> や)': 1, 'nmod (基本的 -> 民主主義)': 1, 'case (民主主義 -> など)': 1, 'obj (共有 -> 基本的)': 1, 'compound (基本的 -> 価値)': 1, 'compound (基本的 -> 感)': 1, 'case (基本的 -> を)': 1, 'advcl (迎える -> 共有)': 1, 'aux (共有 -> し)': 1, 'punct (共有 -> 、)': 1, 'compound (後 -> 3)': 1, 'compound (後 -> 年)': 1, 'obl (迎える -> 後)': 1, 'case (後 -> に)': 1, 'compound (年 -> 国交)': 1, 'compound (年 -> 樹立)': 1, 'nummod (年 -> 170)': 1, 'nmod (節目 -> 年)': 1, 'case (年 -> と)': 1, 'fixed (と -> いう)': 1, 'obj (迎える -> 節目)': 1, 'case (節目 -> を)': 1, 'acl (国 -> 迎える)': 1, 'mark (迎える -> など)': 1, 'punct (迎える -> 、)': 1, 'obl (大切 -> 日本)': 1, 'case (日本 -> に)': 1, 'fixed (に -> とっ)': 1, 'fixed (に -> て)': 1, 'acl (国 -> 大切)': 1, 'aux (大切 -> な)': 1, 'ROOT (国 -> 国)': 1, 'cop (国 -> です)': 1, 'punct (国 -> 。)': 1})",14,6,3.078947368,16,19,38,0,0.052631579,0.026315789
岸田文雄,2025/04/09,10:24:00,ぜひこれからも議員外交の切り口からも盛り上げていきたいと思います。,0.5,"Counter({'ADP_ADP': 2, 'ADP_NOUN': 2, 'NOUN_ADP': 2, 'ADP_VERB': 2, 'VERB_AUX': 2, 'ADV_PRON': 1, 'PRON_ADP': 1, 'NOUN_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'AUX_ADP': 1, 'AUX_PUNCT': 1})",Counter({'から_も': 2}),Counter({'ます': 1}),"Counter({'advmod (盛り上げ -> ぜひ)': 1, 'obl (盛り上げ -> これ)': 1, 'case (これ -> から)': 1, 'case (これ -> も)': 1, 'compound (外交 -> 議員)': 1, 'nmod (切り口 -> 外交)': 1, 'case (外交 -> の)': 1, 'obl (盛り上げ -> 切り口)': 1, 'case (切り口 -> から)': 1, 'case (切り口 -> も)': 1, 'ccomp (思い -> 盛り上げ)': 1, 'mark (盛り上げ -> て)': 1, 'fixed (て -> いき)': 1, 'aux (盛り上げ -> たい)': 1, 'case (盛り上げ -> と)': 1, 'ROOT (思い -> 思い)': 1, 'aux (思い -> ます)': 1, 'punct (思い -> 。)': 1})",11,4,2.277777778,6,11,18,0,0,0
岸田文雄,2025/04/07,21:20:00,本日、能登半島の輪島市と珠洲市を訪問しました。,0.428571429,"Counter({'ADP_PROPN': 2, 'PROPN_ADP': 2, 'AUX_AUX': 2, 'ADV_PUNCT': 1, 'PUNCT_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_ADP': 1, 'ADP_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'本日': 1, 'た': 1})","Counter({'advmod (訪問 -> 本日)': 1, 'punct (本日 -> 、)': 1, 'compound (半島 -> 能登)': 1, 'nmod (輪島市 -> 半島)': 1, 'case (半島 -> の)': 1, 'nmod (珠洲市 -> 輪島市)': 1, 'case (輪島市 -> と)': 1, 'obj (訪問 -> 珠洲市)': 1, 'case (珠洲市 -> を)': 1, 'ROOT (訪問 -> 訪問)': 1, 'aux (訪問 -> し)': 1, 'aux (訪問 -> まし)': 1, 'aux (訪問 -> た)': 1, 'punct (訪問 -> 。)': 1})",8,4,1.857142857,5,7,14,0,0.071428571,0
